,location,date,Y
74,atlanta,15/08/21,181924.5865
75,atlanta,16/08/21,222933.2152
76,atlanta,17/08/21,174506.5302
77,atlanta,18/08/21,203717.114
78,atlanta,19/08/21,185366.8808
79,atlanta,20/08/21,179728.6661
80,atlanta,21/08/21,205663.345
81,atlanta,22/08/21,174577.2684
82,atlanta,23/08/21,165503.3882
83,atlanta,24/08/21,145218.5404
84,atlanta,25/08/21,122777.8833
85,atlanta,26/08/21,122715.6348
86,atlanta,27/08/21,99250.76268
87,atlanta,28/08/21,94342.59991
88,atlanta,29/08/21,58691.177
89,atlanta,30/08/21,41895.38105
90,atlanta,31/08/21,14214.08077
91,atlanta,01/09/21,54136.92966
92,atlanta,02/09/21,64780.99489
93,atlanta,03/09/21,83180.64046
94,atlanta,04/09/21,109206.1457
95,atlanta,05/09/21,102858.6094
96,atlanta,06/09/21,139081.4326
97,atlanta,07/09/21,137316.2074
98,atlanta,08/09/21,119495.1862
99,atlanta,09/09/21,141804.5865
100,atlanta,10/09/21,145660.6386
101,atlanta,11/09/21,195772.3897
102,atlanta,12/09/21,152742.1549
103,atlanta,13/09/21,187090.8371
104,atlanta,14/09/21,157389.4888
105,atlanta,15/09/21,165648.4097
106,austin,03/06/21,49811.07219
107,austin,04/06/21,49106.52253
108,austin,05/06/21,61073.42268
109,austin,06/06/21,79274.32099
110,austin,07/06/21,90614.54625
111,austin,08/06/21,78566.69904
112,austin,09/06/21,85081.24172
113,austin,10/06/21,80951.85975
114,austin,11/06/21,84007.10626
115,austin,12/06/21,93751.696
116,austin,13/06/21,91172.30721
117,austin,14/06/21,96667.08179
118,austin,15/06/21,118478.3005
119,austin,16/06/21,97732.25865
120,austin,17/06/21,106019.3304
121,austin,18/06/21,94382.16713
122,austin,19/06/21,88431.30538
123,austin,20/06/21,97347.73578
124,austin,21/06/21,105582.022
125,austin,22/06/21,90249.19958
126,austin,23/06/21,84602.1999
127,austin,24/06/21,73904.32771
128,austin,25/06/21,62327.00727
129,austin,26/06/21,50669.71577
130,austin,27/06/21,50349.62665
131,austin,28/06/21,43789.54642
132,austin,29/06/21,32796.95142
133,austin,30/06/21,19912.7154
134,austin,01/07/21,31703.66017
135,austin,02/07/21,43922.54632
136,austin,03/07/21,47893.52379
137,austin,04/07/21,61077.86828
138,austin,05/07/21,67556.63035
139,austin,06/07/21,75152.55755
140,austin,07/07/21,92315.30654
141,austin,08/07/21,98499.01432
142,austin,09/07/21,94524.62512
143,austin,10/07/21,95601.10806
144,austin,11/07/21,97542.67934
145,austin,12/07/21,94467.93895
146,austin,13/07/21,102058.9678
147,austin,14/07/21,108477.1536
148,austin,15/07/21,124858.3542
149,austin,16/07/21,108827.1883
150,austin,17/07/21,111348.433
151,austin,18/07/21,88856.62128
152,austin,19/07/21,112607.3791
153,austin,20/07/21,107206.0304
154,austin,21/07/21,94946.87366
155,austin,22/07/21,84597.5833
156,austin,23/07/21,85237.45479
157,austin,24/07/21,72961.29186
158,austin,25/07/21,68522.28194
159,austin,26/07/21,59577.89783
160,austin,27/07/21,56561.78174
161,austin,28/07/21,41233.9976
162,austin,29/07/21,32058.23163
163,austin,30/07/21,21555.16567
164,austin,31/07/21,7443.216645
165,austin,01/08/21,31050.17957
166,austin,02/08/21,46785.23027
167,austin,03/08/21,62552.90559
168,austin,04/08/21,70128.47865
169,austin,05/08/21,67941.34107
170,austin,06/08/21,90063.32471
171,austin,07/08/21,89972.90219
172,austin,08/08/21,96822.30828
173,austin,09/08/21,115150.2894
174,austin,10/08/21,115741.5588
175,austin,11/08/21,102138.6711
176,austin,12/08/21,106986.2401
177,austin,13/08/21,115607.6735
178,austin,14/08/21,108802.5294
179,austin,15/08/21,110127.9102
180,austin,16/08/21,132887.9609
181,austin,17/08/21,113202.1916
182,austin,18/08/21,124355.8113
183,austin,19/08/21,118579.8959
184,austin,20/08/21,119931.485
185,austin,21/08/21,106093.1521
186,austin,22/08/21,103697.808
187,austin,23/08/21,100444.3964
188,austin,24/08/21,101504.1056
189,austin,25/08/21,79358.22563
190,austin,26/08/21,71286.49797
191,austin,27/08/21,59910.64183
192,austin,28/08/21,42209.46846
193,austin,29/08/21,40546.97292
194,austin,30/08/21,24920.61564
195,austin,31/08/21,10376.60348
196,austin,01/09/21,34346.73863
197,austin,02/09/21,43414.50241
198,austin,03/09/21,54419.47209
199,austin,04/09/21,57167.46002
200,austin,05/09/21,67304.08708
201,austin,06/09/21,102045.9385
202,austin,07/09/21,107404.8351
203,austin,08/09/21,93949.04237
204,austin,09/09/21,108919.1302
205,austin,10/09/21,102161.0751
206,austin,11/09/21,107058.5885
207,austin,12/09/21,111002.0026
208,austin,13/09/21,108452.9712
209,austin,14/09/21,123950.8956
210,austin,15/09/21,115536.6842
211,baltimore,03/06/21,90429.14047
212,baltimore,04/06/21,83098.3271
213,baltimore,05/06/21,109091.7383
214,baltimore,06/06/21,104709.5029
215,baltimore,07/06/21,99446.70446
216,baltimore,08/06/21,139092.1561
217,baltimore,09/06/21,157404.6514
218,baltimore,10/06/21,148615.3255
219,baltimore,11/06/21,144273.7976
220,baltimore,12/06/21,159268.1538
221,baltimore,13/06/21,143788.8653
222,baltimore,14/06/21,177369.2586
223,baltimore,15/06/21,196028.6544
224,baltimore,16/06/21,180500.2818
225,baltimore,17/06/21,182567.0523
226,baltimore,18/06/21,162814.3789
227,baltimore,19/06/21,137301.9393
228,baltimore,20/06/21,145684.0595
229,baltimore,21/06/21,173076.3408
230,baltimore,22/06/21,158134.5946
231,baltimore,23/06/21,127086.7391
232,baltimore,24/06/21,120893.0819
233,baltimore,25/06/21,106300.4806
234,baltimore,26/06/21,81558.3774
235,baltimore,27/06/21,72069.37188
236,baltimore,28/06/21,70041.57838
237,baltimore,29/06/21,51995.16689
238,baltimore,30/06/21,34873.87323
239,baltimore,01/07/21,48451.77614
240,baltimore,02/07/21,69197.92902
241,baltimore,03/07/21,75932.02931
242,baltimore,04/07/21,81816.71659
243,baltimore,05/07/21,102236.3117
244,baltimore,06/07/21,120361.8053
245,baltimore,07/07/21,150833.3591
246,baltimore,08/07/21,169239.2155
247,baltimore,09/07/21,96695.9948
248,baltimore,10/07/21,150059.8385
249,baltimore,11/07/21,140905.5241
250,baltimore,12/07/21,167853.811
251,baltimore,13/07/21,174156.8666
252,baltimore,14/07/21,197749.9804
253,baltimore,15/07/21,208254.7076
254,baltimore,16/07/21,162721.4162
255,baltimore,17/07/21,181342.5093
256,baltimore,18/07/21,109547.5644
257,baltimore,19/07/21,210058.0287
258,baltimore,20/07/21,193870.4858
259,baltimore,21/07/21,161276.4748
260,baltimore,22/07/21,152794.4482
261,baltimore,23/07/21,129004.3888
262,baltimore,24/07/21,124831.3618
263,baltimore,25/07/21,98303.11986
264,baltimore,26/07/21,102658.0965
265,baltimore,27/07/21,103362.6959
266,baltimore,28/07/21,76028.80409
267,baltimore,29/07/21,61932.44748
268,baltimore,30/07/21,31444.38233
269,baltimore,31/07/21,12512.04285
270,baltimore,01/08/21,44705.75592
271,baltimore,02/08/21,76923.08441
272,baltimore,03/08/21,104376.3954
273,baltimore,04/08/21,112843.0975
274,baltimore,05/08/21,121653.0797
275,baltimore,06/08/21,139176.5085
276,baltimore,07/08/21,150016.8018
277,baltimore,08/08/21,132868.4336
278,baltimore,09/08/21,179490.8588
279,baltimore,10/08/21,184653.4738
280,baltimore,11/08/21,194644.3584
281,baltimore,12/08/21,198623.86
282,baltimore,13/08/21,176144.7915
283,baltimore,14/08/21,174939.1589
284,baltimore,15/08/21,159240.8974
285,baltimore,16/08/21,219445.3422
286,baltimore,17/08/21,207861.7128
287,baltimore,18/08/21,216250.886
288,baltimore,19/08/21,192019.1813
289,baltimore,20/08/21,169362.1357
290,baltimore,21/08/21,159593.1177
291,baltimore,22/08/21,140499.2954
292,baltimore,23/08/21,166385.7014
293,baltimore,24/08/21,142511.7643
294,baltimore,25/08/21,130882.3971
295,baltimore,26/08/21,129029.9899
296,baltimore,27/08/21,96209.20705
297,baltimore,28/08/21,75444.49385
298,baltimore,29/08/21,52269.35196
299,baltimore,30/08/21,38747.40726
300,baltimore,31/08/21,15329.62649
301,baltimore,01/09/21,56242.59378
302,baltimore,02/09/21,67801.77487
303,baltimore,03/09/21,76955.02103
304,baltimore,04/09/21,84281.26093
305,baltimore,05/09/21,93502.15619
306,baltimore,06/09/21,139540.7228
307,baltimore,07/09/21,171737.2942
308,baltimore,08/09/21,153556.7114
309,baltimore,09/09/21,176519.4916
310,baltimore,10/09/21,169727.7486
311,baltimore,11/09/21,200543.1703
312,baltimore,12/09/21,167287.4703
313,baltimore,13/09/21,185871.3194
314,baltimore,14/09/21,211357.1458
315,baltimore,15/09/21,213057.8
316,baton rouge,03/06/21,61372.6817
317,baton rouge,04/06/21,56739.99879
318,baton rouge,05/06/21,63888.43013
319,baton rouge,06/06/21,68308.57483
320,baton rouge,07/06/21,96771.57962
321,baton rouge,08/06/21,83688.08386
322,baton rouge,09/06/21,105415.3972
323,baton rouge,10/06/21,105159.6861
324,baton rouge,11/06/21,100422.2879
325,baton rouge,12/06/21,102128.596
326,baton rouge,13/06/21,89477.87568
327,baton rouge,14/06/21,114930.5988
328,baton rouge,15/06/21,142336.0514
329,baton rouge,16/06/21,107026.8149
330,baton rouge,17/06/21,118671.0359
331,baton rouge,18/06/21,120990.1245
332,baton rouge,19/06/21,92352.69359
333,baton rouge,20/06/21,88267.79787
334,baton rouge,21/06/21,115944.7861
335,baton rouge,22/06/21,117773.8822
336,baton rouge,23/06/21,92343.33788
337,baton rouge,24/06/21,90215.81381
338,baton rouge,25/06/21,77492.69877
339,baton rouge,26/06/21,58573.74377
340,baton rouge,27/06/21,52343.52057
341,baton rouge,28/06/21,54565.17387
342,baton rouge,29/06/21,36078.00237
343,baton rouge,30/06/21,25565.29994
344,baton rouge,01/07/21,37107.54446
345,baton rouge,02/07/21,47567.21921
346,baton rouge,03/07/21,48899.69025
347,baton rouge,04/07/21,52155.12347
348,baton rouge,05/07/21,67526.07557
349,baton rouge,06/07/21,84312.12036
350,baton rouge,07/07/21,94322.16103
351,baton rouge,08/07/21,107312.084
352,baton rouge,09/07/21,105066.2747
353,baton rouge,10/07/21,107995.351
354,baton rouge,11/07/21,89730.40897
355,baton rouge,12/07/21,123281.5053
356,baton rouge,13/07/21,127497.6112
357,baton rouge,14/07/21,134033.2991
358,baton rouge,15/07/21,146166.6736
359,baton rouge,16/07/21,118135.8281
360,baton rouge,17/07/21,119835.4531
361,baton rouge,18/07/21,90031.8916
362,baton rouge,19/07/21,132494.2288
363,baton rouge,20/07/21,119850.8443
364,baton rouge,21/07/21,103950.0605
365,baton rouge,22/07/21,106939.3783
366,baton rouge,23/07/21,99927.74513
367,baton rouge,24/07/21,80563.68905
368,baton rouge,25/07/21,66545.67765
369,baton rouge,26/07/21,74239.64612
370,baton rouge,27/07/21,65157.86801
371,baton rouge,28/07/21,54062.72026
372,baton rouge,29/07/21,41948.70309
373,baton rouge,30/07/21,23997.22758
374,baton rouge,31/07/21,7767.586923
375,baton rouge,01/08/21,28042.70144
376,baton rouge,02/08/21,56571.61447
377,baton rouge,03/08/21,67854.47472
378,baton rouge,04/08/21,75060.96016
379,baton rouge,05/08/21,88951.71646
380,baton rouge,06/08/21,90299.44578
381,baton rouge,07/08/21,89202.76814
382,baton rouge,08/08/21,82836.15738
383,baton rouge,09/08/21,124318.1302
384,baton rouge,10/08/21,127380.9825
385,baton rouge,11/08/21,138395.4789
386,baton rouge,12/08/21,145948.1221
387,baton rouge,13/08/21,137311.9513
388,baton rouge,14/08/21,129223.5592
389,baton rouge,15/08/21,110477.9671
390,baton rouge,16/08/21,150327.3258
391,baton rouge,17/08/21,135366.8995
392,baton rouge,18/08/21,144167.2573
393,baton rouge,19/08/21,133943.5422
394,baton rouge,20/08/21,114073.974
395,baton rouge,21/08/21,102758.5452
396,baton rouge,22/08/21,85654.52559
397,baton rouge,23/08/21,103927.2118
398,baton rouge,24/08/21,102812.3808
399,baton rouge,25/08/21,90653.20414
400,baton rouge,26/08/21,93486.74203
401,baton rouge,27/08/21,71376.50615
402,baton rouge,28/08/21,50481.24221
403,baton rouge,29/08/21,34340.34131
404,baton rouge,30/08/21,28706.28187
405,baton rouge,31/08/21,10912.06543
406,baton rouge,01/09/21,39214.1796
407,baton rouge,02/09/21,48129.86627
408,baton rouge,03/09/21,55354.30952
409,baton rouge,04/09/21,54786.81398
410,baton rouge,05/09/21,54704.06336
411,baton rouge,06/09/21,96367.44112
412,baton rouge,07/09/21,98109.30098
413,baton rouge,08/09/21,85873.42255
414,baton rouge,09/09/21,108651.406
415,baton rouge,10/09/21,108119.9194
416,baton rouge,11/09/21,107484.5511
417,baton rouge,12/09/21,83937.91007
418,baton rouge,13/09/21,110261.2216
419,baton rouge,14/09/21,118127.0477
420,baton rouge,15/09/21,123454.0523
421,boston,03/06/21,73215.70969
422,boston,04/06/21,71028.30052
423,boston,05/06/21,89611.07075
424,boston,06/06/21,135065.8978
425,boston,07/06/21,115794.6896
426,boston,08/06/21,115813.1341
427,boston,09/06/21,113906.1046
428,boston,10/06/21,133698.2704
429,boston,11/06/21,125661.046
430,boston,12/06/21,128169.247
431,boston,13/06/21,173902.1836
432,boston,14/06/21,144687.1756
433,boston,15/06/21,160925.8489
434,boston,16/06/21,150664.7563
435,boston,17/06/21,154615.61
436,boston,18/06/21,153355.5997
437,boston,19/06/21,146905.339
438,boston,20/06/21,202155.1975
439,boston,21/06/21,144215.1338
440,boston,22/06/21,151032.8736
441,boston,23/06/21,131452.5942
442,boston,24/06/21,128513.7563
443,boston,25/06/21,108175.682
444,boston,26/06/21,89014.74363
445,boston,27/06/21,117928.9321
446,boston,28/06/21,71487.97133
447,boston,29/06/21,52740.86028
448,boston,30/06/21,34359.1952
449,boston,01/07/21,52599.55174
450,boston,02/07/21,67621.39609
451,boston,03/07/21,81244.58825
452,boston,04/07/21,124227.7547
453,boston,05/07/21,93161.54046
454,boston,06/07/21,119074.3166
455,boston,07/07/21,152201.6689
456,boston,08/07/21,160379.0171
457,boston,09/07/21,142294.758
458,boston,10/07/21,159009.7295
459,boston,11/07/21,203087.4008
460,boston,12/07/21,149095.4189
461,boston,13/07/21,181070.9595
462,boston,14/07/21,189611.7127
463,boston,15/07/21,200749.5607
464,boston,16/07/21,165318.2471
465,boston,17/07/21,182486.8266
466,boston,18/07/21,197692.8379
467,boston,19/07/21,180456.631
468,boston,20/07/21,156135.9622
469,boston,21/07/21,147955.433
470,boston,22/07/21,129866.9132
471,boston,23/07/21,115090.8264
472,boston,24/07/21,111559.7484
473,boston,25/07/21,137220.262
474,boston,26/07/21,100822.1457
475,boston,27/07/21,94813.20086
476,boston,28/07/21,81756.20801
477,boston,29/07/21,55598.80172
478,boston,30/07/21,26439.28949
479,boston,31/07/21,12243.89676
480,boston,01/08/21,64396.60933
481,boston,02/08/21,65011.05547
482,boston,03/08/21,95708.75061
483,boston,04/08/21,103749.8832
484,boston,05/08/21,96300.33742
485,boston,06/08/21,114552.4534
486,boston,07/08/21,130843.1196
487,boston,08/08/21,190783.813
488,boston,09/08/21,177171.2847
489,boston,10/08/21,172524.5417
490,boston,11/08/21,185301.8165
491,boston,12/08/21,178552.5875
492,boston,13/08/21,165130.6804
493,boston,14/08/21,182712.9038
494,boston,15/08/21,221235.9797
495,boston,16/08/21,191891.1456
496,boston,17/08/21,182291.2082
497,boston,18/08/21,181999.6105
498,boston,19/08/21,159338.4353
499,boston,20/08/21,134554.1924
500,boston,21/08/21,150174.3157
501,boston,22/08/21,204501.882
502,boston,23/08/21,136108.4262
503,boston,24/08/21,130015.4811
504,boston,25/08/21,126665.1161
505,boston,26/08/21,115858.4165
506,boston,27/08/21,82001.94062
507,boston,28/08/21,68873.91947
508,boston,29/08/21,71727.36857
509,boston,30/08/21,34445.51383
510,boston,31/08/21,13589.37517
511,boston,01/09/21,44632.14645
512,boston,02/09/21,53993.42122
513,boston,03/09/21,60331.18107
514,boston,04/09/21,73751.46376
515,boston,05/09/21,108109.5882
516,boston,06/09/21,99892.907
517,boston,07/09/21,118853.6659
518,boston,08/09/21,99504.20926
519,boston,09/09/21,122782.8845
520,boston,10/09/21,113786.456
521,boston,11/09/21,122478.3251
522,boston,12/09/21,157567.2054
523,boston,13/09/21,177538.1783
524,boston,14/09/21,140225.2551
525,boston,15/09/21,134778.2451
526,chicago,03/06/21,61208.52091
527,chicago,04/06/21,61372.27926
528,chicago,05/06/21,75556.43206
529,chicago,06/06/21,75262.46264
530,chicago,07/06/21,98937.15688
531,chicago,08/06/21,92223.72524
532,chicago,09/06/21,113862.5625
533,chicago,10/06/21,93277.86309
534,chicago,11/06/21,103152.6021
535,chicago,12/06/21,116045.4907
536,chicago,13/06/21,96255.60181
537,chicago,14/06/21,108954.2076
538,chicago,15/06/21,128760.9405
539,chicago,16/06/21,125430.0362
540,chicago,17/06/21,132646.7571
541,chicago,18/06/21,115232.6067
542,chicago,19/06/21,111186.0274
543,chicago,20/06/21,100048.0891
544,chicago,21/06/21,124580.4228
545,chicago,22/06/21,100703.2858
546,chicago,23/06/21,87537.22852
547,chicago,24/06/21,77114.73949
548,chicago,25/06/21,74726.77667
549,chicago,26/06/21,66953.41239
550,chicago,27/06/21,53226.3133
551,chicago,28/06/21,53932.37695
552,chicago,29/06/21,35752.60889
553,chicago,30/06/21,19469.02744
554,chicago,01/07/21,40156.22495
555,chicago,02/07/21,53805.54304
556,chicago,03/07/21,59672.37922
557,chicago,04/07/21,60573.86387
558,chicago,05/07/21,72750.94386
559,chicago,06/07/21,83208.55857
560,chicago,07/07/21,99567.34891
561,chicago,08/07/21,107500.5989
562,chicago,09/07/21,95295.11114
563,chicago,10/07/21,113229.6812
564,chicago,11/07/21,103299.0891
565,chicago,12/07/21,122183.0409
566,chicago,13/07/21,121844.5794
567,chicago,14/07/21,128177.7163
568,chicago,15/07/21,128532.2024
569,chicago,16/07/21,115698.8022
570,chicago,17/07/21,128036.3939
571,chicago,18/07/21,96310.30932
572,chicago,19/07/21,125729.6482
573,chicago,20/07/21,103907.3833
574,chicago,21/07/21,93017.61934
575,chicago,22/07/21,95433.77225
576,chicago,23/07/21,85271.22557
577,chicago,24/07/21,92010.7271
578,chicago,25/07/21,67358.28164
579,chicago,26/07/21,70567.74443
580,chicago,27/07/21,61290.79397
581,chicago,28/07/21,52738.46502
582,chicago,29/07/21,37611.87176
583,chicago,30/07/21,23452.86703
584,chicago,31/07/21,9975.467281
585,chicago,01/08/21,33265.14657
586,chicago,02/08/21,56845.21231
587,chicago,03/08/21,65049.41168
588,chicago,04/08/21,75362.94883
589,chicago,05/08/21,73085.37574
590,chicago,06/08/21,83688.05565
591,chicago,07/08/21,102905.843
592,chicago,08/08/21,85093.01355
593,chicago,09/08/21,123158.3431
594,chicago,10/08/21,116720.5758
595,chicago,11/08/21,119758.802
596,chicago,12/08/21,128283.5859
597,chicago,13/08/21,128484.4652
598,chicago,14/08/21,130808.2072
599,chicago,15/08/21,118249.2309
600,chicago,16/08/21,156721.7596
601,chicago,17/08/21,124771.0879
602,chicago,18/08/21,135792.1562
603,chicago,19/08/21,125918.5448
604,chicago,20/08/21,116897.3786
605,chicago,21/08/21,114488.1713
606,chicago,22/08/21,100225.3272
607,chicago,23/08/21,111171.4678
608,chicago,24/08/21,97804.84488
609,chicago,25/08/21,85079.0589
610,chicago,26/08/21,78229.43144
611,chicago,27/08/21,64352.91387
612,chicago,28/08/21,52428.99221
613,chicago,29/08/21,36095.86667
614,chicago,30/08/21,25973.31427
615,chicago,31/08/21,9707.276051
616,chicago,01/09/21,32100.84222
617,chicago,02/09/21,38101.82404
618,chicago,03/09/21,46978.65873
619,chicago,04/09/21,57549.39812
620,chicago,05/09/21,58079.31724
621,chicago,06/09/21,84779.80707
622,chicago,07/09/21,88660.37518
623,chicago,08/09/21,75920.72562
624,chicago,09/09/21,95318.31568
625,chicago,10/09/21,92756.19019
626,chicago,11/09/21,111940.2546
627,chicago,12/09/21,95661.32534
628,chicago,13/09/21,116504.9921
629,chicago,14/09/21,112640.6133
630,chicago,15/09/21,101185.1844
631,cincinnati,03/06/21,63389.51419
632,cincinnati,04/06/21,65178.1435
633,cincinnati,05/06/21,74067.33391
634,cincinnati,06/06/21,79301.06671
635,cincinnati,07/06/21,107641.9282
636,cincinnati,08/06/21,99711.81063
637,cincinnati,09/06/21,120742.2125
638,cincinnati,10/06/21,105159.6861
639,cincinnati,11/06/21,109578.8295
640,cincinnati,12/06/21,106036.0318
641,cincinnati,13/06/21,91469.5759
642,cincinnati,14/06/21,124125.0467
643,cincinnati,15/06/21,153682.4128
644,cincinnati,16/06/21,135514.6297
645,cincinnati,17/06/21,135539.9765
646,cincinnati,18/06/21,127364.5192
647,cincinnati,19/06/21,95953.96847
648,cincinnati,20/06/21,104469.9176
649,cincinnati,21/06/21,138806.4981
650,cincinnati,22/06/21,124434.5025
651,cincinnati,23/06/21,96379.00223
652,cincinnati,24/06/21,93296.51199
653,cincinnati,25/06/21,85649.82495
654,cincinnati,26/06/21,63092.32969
655,cincinnati,27/06/21,55798.58866
656,cincinnati,28/06/21,56300.8454
657,cincinnati,29/06/21,40633.51112
658,cincinnati,30/06/21,25192.60206
659,cincinnati,01/07/21,46554.52863
660,cincinnati,02/07/21,53534.31157
661,cincinnati,03/07/21,56895.35977
662,cincinnati,04/07/21,60499.19655
663,cincinnati,05/07/21,89036.64444
664,cincinnati,06/07/21,99246.98985
665,cincinnati,07/07/21,114892.4196
666,cincinnati,08/07/21,116879.2132
667,cincinnati,09/07/21,107657.9095
668,cincinnati,10/07/21,105445.9881
669,cincinnati,11/07/21,108011.7542
670,cincinnati,12/07/21,130294.7781
671,cincinnati,13/07/21,136542.4622
672,cincinnati,14/07/21,157157.8891
673,cincinnati,15/07/21,163853.6283
674,cincinnati,16/07/21,138231.3038
675,cincinnati,17/07/21,131246.8398
676,cincinnati,18/07/21,92475.21672
677,cincinnati,19/07/21,150651.7872
678,cincinnati,20/07/21,141691.8863
679,cincinnati,21/07/21,116673.9522
680,cincinnati,22/07/21,109742.5623
681,cincinnati,23/07/21,107661.2543
682,cincinnati,24/07/21,83691.53246
683,cincinnati,25/07/21,68017.14973
684,cincinnati,26/07/21,75454.99386
685,cincinnati,27/07/21,77085.22891
686,cincinnati,28/07/21,46282.72071
687,cincinnati,29/07/21,49577.15821
688,cincinnati,30/07/21,25388.37121
689,cincinnati,31/07/21,9633.797255
690,cincinnati,01/08/21,33722.36453
691,cincinnati,02/08/21,59981.06445
692,cincinnati,03/08/21,80084.54953
693,cincinnati,04/08/21,84925.92319
694,cincinnati,05/08/21,83406.84791
695,cincinnati,06/08/21,107131.5053
696,cincinnati,07/08/21,101445.2439
697,cincinnati,08/08/21,95805.13367
698,cincinnati,09/08/21,147513.872
699,cincinnati,10/08/21,139564.3045
700,cincinnati,11/08/21,145801.7428
701,cincinnati,12/08/21,131507.7043
702,cincinnati,13/08/21,139296.111
703,cincinnati,14/08/21,133499.1189
704,cincinnati,15/08/21,117584.1228
705,cincinnati,16/08/21,159337.6644
706,cincinnati,17/08/21,142665.0351
707,cincinnati,18/08/21,157105.3445
708,cincinnati,19/08/21,143499.6246
709,cincinnati,20/08/21,140285.2824
710,cincinnati,21/08/21,117413.2651
711,cincinnati,22/08/21,104719.1259
712,cincinnati,23/08/21,122037.8519
713,cincinnati,24/08/21,120090.6352
714,cincinnati,25/08/21,99894.55019
715,cincinnati,26/08/21,90486.70905
716,cincinnati,27/08/21,71136.38333
717,cincinnati,28/08/21,54179.50171
718,cincinnati,29/08/21,37885.36995
719,cincinnati,30/08/21,29313.608
720,cincinnati,31/08/21,12453.54679
721,cincinnati,01/09/21,41136.74249
722,cincinnati,02/09/21,50727.00027
723,cincinnati,03/09/21,63429.71363
724,cincinnati,04/09/21,62951.31148
725,cincinnati,05/09/21,66035.76786
726,cincinnati,06/09/21,104885.1872
727,cincinnati,07/09/21,113985.337
728,cincinnati,08/09/21,96387.71964
729,cincinnati,09/09/21,127392.1002
730,cincinnati,10/09/21,109278.5836
731,cincinnati,11/09/21,126113.3134
732,cincinnati,12/09/21,102405.5577
733,cincinnati,13/09/21,122204.0847
734,cincinnati,14/09/21,144771.1518
735,cincinnati,15/09/21,148723.2574
736,cleveland,03/06/21,60598.78086
737,cleveland,04/06/21,76573.98841
738,cleveland,05/06/21,104298.0662
739,cleveland,06/06/21,64189.73359
740,cleveland,07/06/21,104966.8033
741,cleveland,08/06/21,93659.26493
742,cleveland,09/06/21,97490.73706
743,cleveland,10/06/21,104826.5509
744,cleveland,11/06/21,128258.1741
745,cleveland,12/06/21,157341.1992
746,cleveland,13/06/21,150566.5915
747,cleveland,14/06/21,128889.4424
748,cleveland,15/06/21,139904.6883
749,cleveland,16/06/21,117901.4456
750,cleveland,17/06/21,139512.0236
751,cleveland,18/06/21,148214.9588
752,cleveland,19/06/21,150213.1767
753,cleveland,20/06/21,155675.3666
754,cleveland,21/06/21,126534.8038
755,cleveland,22/06/21,105114.2926
